CountryID,Name,Population,AverageSalary
913,China,5422465,1020.13
914,Azerbaijan,9085411,1478.07
915,China,8057201,926.38
916,Indonesia,2727972,1599.64
917,Philippines,3032417,1127.1
918,Portugal,7350432,1646.12
919,Indonesia,3357052,1761.66
920,Philippines,9631154,1488.55
921,France,9235894,1033.55
922,Philippines,4233791,1820.71
923,Greece,1022113,1470.8
924,Argentina,8695792,1257.66
925,China,7432767,993.45
926,Brazil,8431771,1178.11
927,Venezuela,6910622,1691.47
928,Portugal,3541337,1168.86
929,Peru,1843151,947.03
930,Thailand,3855940,1045.74
931,France,7980326,836.42
932,Sweden,8370752,1133.54
933,China,9159346,884.4
934,Brazil,5510639,1068.5
935,Tanzania,7313670,1651.81
936,United States,9280977,1377.38
937,Philippines,1935258,1226.48
938,Indonesia,5374318,1420.62
939,Japan,2270851,1008.11
940,Russia,6196627,1024.01
941,Philippines,2744850,1824.3
942,Indonesia,5695000,1101.17
943,Nigeria,6363633,1658.53
944,China,5630851,1753.4
945,Pakistan,5327270,809.51
946,China,8329004,1416.69
947,Portugal,8298233,805.87
948,United States,6283831,934.02
949,China,8417259,827.25
950,Spain,8156484,1052.93
951,Ireland,5948776,1474.45
952,Finland,1892836,1372.0
953,Brazil,7240598,832.44
954,Mexico,1966681,1125.47
955,Indonesia,6213451,1293.56
956,Argentina,8755309,1751.85
957,Saudi Arabia,5806748,986.26
958,Russia,1732511,1202.74
959,Indonesia,2871676,904.03
960,Indonesia,5215988,1857.49
961,Mexico,8025285,1127.06
962,Russia,9417686,1735.67
963,Philippines,4372977,1755.07
964,Portugal,2210860,827.68
965,China,3833336,1835.4
966,Philippines,8663390,1344.68
967,Sweden,8331368,1238.9
968,Russia,3693164,1796.54
969,Uzbekistan,1059587,1616.72
970,Bangladesh,8553633,1185.08
971,Pakistan,4719529,1532.02
972,Thailand,3195441,1755.66
973,Russia,9854894,854.83
974,Poland,6546681,893.48
975,Indonesia,6769357,1107.0
976,Burundi,3457621,1396.57
977,Indonesia,1119415,1318.81
978,Thailand,6009682,1702.07
979,Greece,2081046,844.48
980,China,4252326,1658.41
981,China,8436795,1639.54
982,China,2854938,1557.5
983,Vietnam,3735449,866.38
984,Russia,4716108,1787.64
985,Armenia,1237479,1082.05
986,China,6107883,1711.94
987,Rwanda,3506031,1204.33
988,Argentina,3646679,1696.61
989,Russia,7522348,1061.66
990,Poland,7114399,1262.99
991,Bulgaria,8655287,905.92
992,Netherlands,1119026,1738.14
993,Croatia,2993390,1228.15
994,Sweden,5668138,1072.27
995,Ukraine,2174059,994.8
996,Indonesia,4403485,1011.29
997,Vietnam,4636514,1309.23
998,Macedonia,4986059,1138.72
999,Poland,3045521,1563.57
1000,Iran,1539382,1729.01
